,Life expectancy,Adult Mortality,Alcohol,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,Schooling,Status_Encoded
2352,78.9,96.0,10.94,95.0,0,55.8,0,97.0,8.47,97.0,0.1,2751.8127,221316.0,1.7,16.9,1
2351,79.1,9.0,10.52,95.0,0,56.4,0,96.0,9.38,96.0,0.1,24633.79785,239669.0,1.7,16.9,1
2350,79.5,87.0,10.32,95.0,2,57.0,0,96.0,9.7,96.0,0.1,23437.4722,248583.0,1.6,16.9,1
2349,79.8,84.0,10.61,95.0,22,57.6,0,96.0,9.8,96.0,0.1,24985.24827,252843.0,1.6,17.0,1
2348,82.0,81.0,10.95,95.0,2,58.2,0,96.0,9.37,96.0,0.1,22486.47167,257159.0,1.5,16.8,1
2347,85.0,78.0,9.53,95.0,1,58.9,0,95.0,9.29,95.0,0.1,2315.31799,259953.0,1.4,16.8,1
2346,87.0,76.0,10.46,95.0,52,59.5,0,95.0,9.23,95.0,0.1,242.67286,26198.0,1.4,17.6,1
2345,88.0,74.0,10.46,95.0,18,6.1,0,95.0,9.23,95.0,0.1,2729.86383,263531.0,1.4,17.3,1
2376,65.8,235.0,0.71,81.0,0,37.9,0,88.0,4.56,86.0,0.1,154.518572,41269.0,1.4,7.2,0
2375,66.2,227.0,0.7,83.0,0,38.7,0,88.0,6.44,84.0,0.1,944.81684,423853.0,1.4,6.6,0
2374,66.5,22.0,1.08,75.0,0,39.6,0,78.0,6.9,78.0,0.1,784.9562874,435262.0,1.4,7.3,0
2372,67.1,29.0,1.18,81.0,0,41.3,0,89.0,5.64,9.0,0.1,818.442619,458324.0,1.3,8.1,0
2371,67.4,24.0,0.9,83.0,0,42.1,0,9.0,7.83,89.0,0.1,88.874858,469885.0,1.3,8.3,0
2370,67.6,2.0,0.99,99.0,0,43.0,0,99.0,6.66,99.0,0.1,948.6592511,481422.0,1.3,8.4,0
2369,67.6,2.0,0.85,9.0,0,43.8,0,93.0,6.42,9.0,0.1,146.931125,49294.0,1.2,9.0,0
2368,68.0,193.0,1.09,89.0,0,44.7,0,94.0,5.97,89.0,0.1,125.79167,54477.0,1.2,9.2,0
2367,68.1,192.0,1.21,92.0,0,45.5,0,98.0,7.92,92.0,0.1,1158.282672,51679.0,1.2,9.3,0
2366,68.3,188.0,1.1,9.0,0,46.4,0,94.0,7.47,9.0,0.1,1272.44825,52779.0,1.2,9.3,0
2365,68.5,186.0,0.99,99.0,0,47.2,0,99.0,5.8,99.0,0.1,1642.837974,539614.0,1.2,9.4,0
2364,68.7,184.0,0.01,99.0,0,48.1,0,99.0,5.48,99.0,0.1,1858.689868,551531.0,1.2,9.4,0
2363,68.8,182.0,0.01,94.0,0,48.9,0,99.0,5.42,94.0,0.1,188.5159,563513.0,1.1,9.5,0
2362,68.8,183.0,0.01,88.0,0,49.7,0,94.0,5.5,88.0,0.1,29.652622,57554.0,1.1,9.6,0
2361,69.2,177.0,0.01,98.0,0,5.5,0,99.0,5.5,98.0,0.1,1922.41388,587482.0,1.1,9.6,0
2392,55.0,355.0,0.01,91.0,3965,17.8,74,37.0,5.73,33.0,0.8,1228.829749,1396923.0,8.0,11.7,0
2391,57.0,352.0,0.01,91.0,3571,18.2,75,33.0,5.73,33.0,0.8,1228.829749,1396923.0,7.9,11.7,0
2390,58.0,348.0,0.01,91.0,9559,18.6,77,9.0,5.73,9.0,0.9,1228.829749,1396923.0,7.8,11.7,0
2389,51.1,344.0,0.01,91.0,8257,19.0,78,9.0,5.73,9.0,0.9,1228.829749,1396923.0,7.7,11.7,0
2388,51.2,341.0,0.01,91.0,10000,19.4,80,9.0,5.73,9.0,0.9,1228.829749,1396923.0,7.6,11.7,0
2387,51.6,334.0,0.01,91.0,0,19.8,82,35.0,5.73,35.0,0.9,1228.829749,1396923.0,7.5,11.7,0
2384,51.9,336.0,0.01,91.0,1081,21.1,84,9.0,5.73,31.0,0.9,1228.829749,1396923.0,7.2,11.7,0
2383,52.2,335.0,0.01,91.0,13,21.5,84,41.0,5.73,42.0,0.8,1228.829749,1396923.0,7.1,11.7,0
2382,52.4,336.0,0.01,91.0,115,22.0,83,49.0,5.73,45.0,0.8,1228.829749,1396923.0,7.0,11.7,0
2381,53.1,329.0,0.01,91.0,10000,22.4,82,49.0,5.73,41.0,0.8,1228.829749,1396923.0,6.9,11.7,0
2380,53.1,336.0,0.01,91.0,9983,22.9,82,47.0,5.73,42.0,0.8,1228.829749,1396923.0,6.8,11.7,0
2379,54.2,318.0,0.01,42.0,3173,23.3,81,47.0,5.73,42.0,0.8,47.5432354,1396923.0,6.8,11.7,0
2378,54.3,321.0,0.01,42.0,10000,23.8,80,47.0,5.73,42.0,0.8,417.89143,1396923.0,6.7,11.7,0
2377,55.0,312.0,0.01,42.0,7497,24.3,80,47.0,5.73,42.0,0.7,426.98537,1396923.0,6.6,11.7,0
2406,54.9,399.0,7.04,72.0,1043,41.6,79,9.0,8.9,9.0,8.6,2518.398261,45855482.88,14.5,12.9,0
2405,54.0,399.0,6.93,71.0,244,42.2,82,9.0,8.26,69.0,8.6,3775.68275,46418193.9,13.5,12.9,0
2404,53.7,399.0,6.96,76.0,830,42.9,83,73.0,7.93,74.0,8.6,4863.51688,4717.99,12.6,12.9,0
2403,53.8,399.0,8.69,79.0,615,43.6,84,75.0,7.77,79.0,8.6,5414.634326,476667.24,11.6,12.9,0
2402,54.0,399.0,8.5,83.0,81,44.3,82,79.0,7.57,82.0,8.6,5631.73485,4823384.48,1.6,12.9,0
2401,54.5,399.0,8.48,83.0,31,45.0,79,79.0,7.53,82.0,8.6,6125.39984,48883844.99,9.7,12.9,0
2400,55.3,399.0,8.19,76.0,39,45.7,75,77.0,7.75,79.0,8.6,5786.59972,49557573.3,8.9,12.9,0
2399,56.5,399.0,7.6,74.0,5857,46.4,70,75.0,8.39,76.0,8.6,5888.6284,5255813.11,8.1,12.8,0
2398,58.0,399.0,7.28,71.0,10000,47.2,62,72.0,8.5,72.0,8.6,7362.76139,5979432.36,7.3,12.8,0
2397,58.9,399.0,7.38,76.0,92,47.9,58,69.0,8.61,69.0,8.5,849.954224,51729345.36,6.6,12.8,0
2396,59.2,48.0,7.38,68.0,32,48.7,56,65.0,8.79,65.0,7.6,7548.163698,5256515.8,6.0,12.8,0
2395,69.0,371.0,7.34,9.0,25,49.5,54,73.0,8.78,73.0,4.5,6876.953821,53311955.61,5.4,12.8,0
2394,62.0,347.0,7.38,9.0,66,5.3,52,77.0,8.8,77.0,3.7,6479.625659,54146734.74,4.9,13.0,0
2393,62.9,328.0,7.38,75.0,17,51.1,52,75.0,8.8,75.0,3.6,5769.77258,5511976.68,4.4,13.0,0
2424,48.9,38.0,3.63,91.0,0,43.349999999999994,50,66.0,2.77,61.0,2.7,1228.829749,67656.0,3.3,0.0,0
2423,49.6,381.0,3.63,91.0,0,43.349999999999994,49,66.0,2.77,61.0,3.0,1228.829749,6974442.0,3.3,0.0,0
2422,52.0,382.0,3.63,91.0,0,43.349999999999994,48,66.0,2.77,61.0,3.3,1228.829749,7237276.0,3.3,0.0,0
2421,58.0,383.0,3.63,91.0,0,43.349999999999994,46,66.0,2.77,61.0,3.5,1228.829749,751642.0,3.3,0.0,0
2420,51.4,383.0,3.63,91.0,0,43.349999999999994,45,66.0,2.77,61.0,3.8,1228.829749,7787655.0,3.3,0.0,0
2419,51.9,383.0,3.63,91.0,0,43.349999999999994,44,66.0,2.77,61.0,3.9,1228.829749,818877.0,3.3,0.0,0
2418,52.5,383.0,3.63,91.0,0,43.349999999999994,43,66.0,2.77,61.0,4.1,1228.829749,8468152.0,3.3,0.0,0
2417,53.1,381.0,3.63,91.0,0,43.349999999999994,43,66.0,2.77,61.0,4.2,1228.829749,88568.0,3.3,0.0,0
2416,53.6,377.0,3.63,91.0,0,43.349999999999994,42,66.0,2.77,61.0,4.2,1678.711862,9263136.0,3.3,0.0,0
2415,54.3,369.0,3.63,91.0,0,43.349999999999994,42,66.0,2.77,61.0,4.2,1264.78998,967667.0,3.3,0.0,0
2414,55.0,359.0,3.63,91.0,0,43.349999999999994,41,66.0,2.77,61.0,4.0,1562.239346,167192.0,3.3,0.0,0
2413,55.4,355.0,3.63,91.0,1256,43.349999999999994,41,66.0,2.77,61.0,3.9,176.9713,1448857.0,3.3,4.9,0
2412,56.0,347.0,3.63,91.0,1952,43.349999999999994,40,64.0,2.77,59.0,3.8,958.45581,1818258.0,3.3,4.9,0
2411,56.4,345.0,3.63,91.0,525,43.349999999999994,40,9.0,2.62,45.0,3.6,1186.11325,1117749.0,3.3,4.9,0
2410,56.6,343.0,3.63,91.0,441,43.349999999999994,39,44.0,2.74,39.0,3.5,1151.861715,1153971.0,3.3,4.9,0
2409,57.3,332.0,3.63,31.0,878,43.349999999999994,39,41.0,2.74,31.0,3.4,758.725782,11882136.0,3.3,4.9,0
2440,79.1,86.0,11.12,77.0,152,57.6,2,95.0,7.21,95.0,0.1,14676.769,4567864.0,0.6,15.7,1
2439,79.4,84.0,9.86,83.0,0,58.2,2,95.0,7.24,96.0,0.1,15323.6114,485412.0,0.6,15.7,1
2438,79.5,83.0,12.26,82.0,67,58.8,2,98.0,7.25,98.0,0.1,1719.53541,41431558.0,0.6,15.7,1
2437,79.4,83.0,12.09,81.0,256,59.3,2,99.0,7.99,98.0,0.1,21495.7741,42187645.0,0.6,15.6,1
2436,81.0,79.0,11.96,97.0,26,59.9,2,97.0,8.5,97.0,0.1,24918.64584,42921895.0,0.6,15.6,1
2435,81.0,77.0,11.92,96.0,22,6.5,2,96.0,8.12,96.0,0.1,2651.71745,43653155.0,0.6,15.8,1
2434,88.0,73.0,11.86,97.0,362,61.1,2,98.0,8.23,98.0,0.1,28482.6948,44397319.0,0.6,15.9,1
2433,89.0,72.0,11.05,96.0,267,61.7,2,96.0,8.36,96.0,0.1,3279.414,4522683.0,0.6,16.0,1
2432,81.3,7.0,10.24,97.0,297,62.3,2,97.0,8.8,97.0,0.1,35578.73619,4595416.0,0.6,16.1,1
2431,81.6,66.0,9.99,96.0,41,62.9,2,96.0,9.52,96.0,0.1,32333.4661,46362946.0,0.6,16.3,1
2430,81.9,64.0,9.78,97.0,302,63.5,2,97.0,9.56,97.0,0.1,3736.228,46576897.0,0.6,16.4,1
2429,82.1,63.0,9.62,97.0,3802,64.1,2,97.0,9.48,97.0,0.1,31834.21816,46742697.0,0.6,16.9,1
2428,82.0,61.0,9.35,96.0,1204,64.8,2,97.0,9.39,97.0,0.1,28562.29324,4677355.0,0.6,17.2,1
2427,82.4,6.0,9.25,95.0,131,65.4,2,96.0,9.1,96.0,0.1,2921.9342,466245.0,0.6,17.5,1
2426,82.6,58.0,0.01,96.0,154,66.0,1,97.0,9.3,97.0,0.1,296.47225,4648882.0,0.6,17.6,1
2425,82.8,56.0,0.01,97.0,115,66.6,1,97.0,9.3,97.0,0.1,25683.84565,46447697.0,0.6,17.7,1
2456,71.5,175.0,1.45,91.0,10000,14.1,6,99.0,3.77,99.0,0.1,875.412178,18655.0,15.3,12.4,0
2455,72.7,16.0,1.68,91.0,309,14.6,6,98.0,3.81,98.0,0.1,837.699787,18797.0,15.4,12.5,0
2454,73.7,149.0,1.62,91.0,139,15.1,5,98.0,3.89,98.0,0.1,873.1472436,18939.0,15.4,12.6,0
2453,73.9,146.0,1.69,32.0,65,15.6,5,98.0,3.95,99.0,0.1,989.4547732,1983.0,15.4,12.7,0
2452,69.1,197.0,1.56,62.0,35,16.1,10,97.0,4.28,97.0,0.1,174.6692,19228.0,15.4,12.8,0
2451,74.2,138.0,1.97,99.0,3,16.6,5,99.0,4.6,99.0,0.1,1259.87591,19373.0,15.4,12.9,0
2450,73.8,145.0,1.96,98.0,0,17.2,5,98.0,4.6,98.0,0.1,1448.7611,1952.0,15.4,13.1,0
2449,73.7,146.0,2.29,98.0,44,17.9,5,98.0,3.76,98.0,0.1,1644.816372,19668.0,15.4,13.2,0
2448,72.3,172.0,2.1,98.0,33,18.5,4,98.0,3.44,98.0,0.1,254.489192,19817.0,15.4,13.3,0
2447,71.8,183.0,2.05,97.0,21,19.2,4,97.0,3.37,97.0,0.1,216.681584,19968.0,15.3,13.4,0
2446,74.5,138.0,2.31,99.0,79,19.8,4,99.0,3.43,99.0,0.1,2819.511161,2119.0,15.3,13.5,0
2444,74.5,143.0,2.8,99.0,51,21.2,4,99.0,3.21,99.0,0.1,335.521375,2425.0,15.3,13.7,0
2443,74.6,142.0,2.56,99.0,2107,21.9,3,99.0,3.68,99.0,0.1,361.289374,2585.0,15.2,13.8,0
2442,74.7,141.0,2.37,99.0,1686,22.7,3,99.0,3.5,99.0,0.1,382.54994,2771.0,15.2,14.0,0
2441,74.9,138.0,2.37,99.0,1568,23.4,3,99.0,3.5,99.0,0.1,3844.89123,2966.0,15.1,14.0,0
2472,58.6,284.0,1.76,91.0,2875,43.349999999999994,109,62.0,3.23,62.0,0.1,361.35843,2725535.0,3.3,5.5,0
2471,58.9,283.0,1.81,91.0,4362,43.349999999999994,108,66.0,2.96,66.0,0.2,377.5254454,279455.0,3.3,5.6,0
2470,59.4,277.0,1.59,91.0,4529,43.349999999999994,106,9.0,2.95,9.0,0.2,412.1517561,28679565.0,3.3,5.6,0
2469,59.6,278.0,1.74,91.0,4381,43.349999999999994,104,69.0,3.18,69.0,0.2,477.738478,29435944.0,3.3,5.6,0
2468,59.7,278.0,1.59,91.0,9562,43.349999999999994,102,74.0,3.39,74.0,0.2,565.569459,3186341.0,3.3,5.7,0
2467,67.0,261.0,1.55,22.0,1374,43.349999999999994,101,78.0,3.18,78.0,0.2,679.7539949,3911914.0,3.3,6.1,0
2466,61.0,26.0,1.9,9.0,228,43.349999999999994,99,77.0,3.93,78.0,0.2,893.8793645,316764.0,3.3,6.2,0
2465,61.4,254.0,2.01,78.0,327,43.349999999999994,97,84.0,4.72,84.0,0.3,1115.6952,32282526.0,3.3,6.4,0
2464,61.8,251.0,2.01,78.0,129,43.349999999999994,95,85.0,8.17,86.0,0.3,1291.528826,32955496.0,3.3,6.3,0
2463,62.0,248.0,1.99,72.0,68,43.349999999999994,94,81.0,8.4,81.0,0.3,1226.884381,3365619.0,3.3,6.8,0
2462,62.5,243.0,1.77,75.0,680,43.349999999999994,92,9.0,7.97,9.0,0.3,1476.47887,34385963.0,3.3,7.0,0
2461,62.7,241.0,2.12,93.0,5616,43.349999999999994,91,93.0,8.3,93.0,0.3,1666.857757,35167314.0,3.3,7.0,0
2460,63.2,235.0,0.01,92.0,8523,43.349999999999994,89,92.0,8.2,92.0,0.3,1892.894352,3599192.0,3.3,6.8,0
2459,63.5,232.0,0.01,93.0,2813,43.349999999999994,88,93.0,8.42,93.0,0.3,1955.66799,36849918.0,3.3,7.0,0
2458,63.8,229.0,0.01,94.0,676,43.349999999999994,86,94.0,8.43,94.0,0.3,2176.89829,37737913.0,3.3,7.2,0
2457,64.1,225.0,0.01,93.0,3585,43.349999999999994,85,93.0,8.43,93.0,0.3,2513.884661,3864783.0,3.3,7.2,0
2488,67.4,224.0,4.29,91.0,0,47.6,0,9.0,9.65,71.0,0.4,1888.61829,47239.0,3.6,11.1,0
2487,67.7,219.0,4.23,91.0,0,48.3,0,65.0,8.38,68.0,1.8,1598.77512,47774.0,3.6,11.0,0
2486,67.9,221.0,4.41,91.0,0,49.0,0,74.0,7.14,73.0,1.6,2232.513244,48344.0,3.5,11.0,0
2485,68.0,223.0,4.53,91.0,0,49.7,0,74.0,6.62,75.0,1.0,263.1399,488332.0,3.5,10.9,0
2484,68.3,214.0,4.55,91.0,0,5.4,0,84.0,6.88,85.0,0.9,36.48773,49363.0,3.5,11.1,0
2483,68.9,25.0,4.47,83.0,0,51.1,0,84.0,6.78,83.0,0.6,3595.8855,498946.0,3.5,11.3,0
2482,69.3,199.0,4.52,84.0,0,51.8,0,84.0,6.22,84.0,0.6,527.92,5437.0,3.5,11.5,0
2481,69.5,22.0,4.72,84.0,0,52.6,0,84.0,5.92,84.0,0.8,5761.39536,5975.0,3.5,11.7,0
2480,69.8,196.0,4.94,84.0,0,53.3,0,85.0,5.92,85.0,1.2,6858.163158,515148.0,3.5,11.9,0
2479,70.0,196.0,5.13,87.0,0,54.1,0,85.0,6.14,87.0,0.6,7443.85178,52619.0,3.5,12.1,0
2478,73.0,19.0,5.26,86.0,0,54.8,0,96.0,5.81,96.0,0.5,833.31332,52613.0,3.5,12.3,0
2477,76.0,187.0,5.64,86.0,0,55.5,0,86.0,5.93,86.0,0.1,8318.97692,531589.0,3.5,12.5,0
2476,71.3,178.0,5.73,84.0,0,56.3,0,84.0,6.9,84.0,0.9,9272.413453,53777.0,3.5,12.7,0
2475,71.2,179.0,6.02,86.0,0,57.0,0,86.0,5.96,86.0,0.4,9484.56898,54254.0,3.5,12.7,0
2474,71.4,178.0,6.32,85.0,0,57.7,0,85.0,5.69,85.0,0.4,9564.46383,547928.0,3.5,12.7,0
2473,71.6,176.0,6.32,89.0,0,58.3,0,89.0,5.69,89.0,0.4,8818.982566,55328.0,3.5,12.7,0
2504,48.4,399.0,7.19,83.0,10,25.9,4,87.0,5.26,84.0,8.6,1637.4567,161468.0,9.4,9.4,0
2503,47.1,399.0,6.72,86.0,49,26.3,4,87.0,5.11,84.0,8.6,1437.634951,172927.0,9.0,9.3,0
2502,46.4,399.0,5.52,88.0,37,26.7,4,87.0,5.16,85.0,8.6,1324.996228,1893.0,8.6,9.2,0
2501,45.9,6.0,5.65,9.0,350,27.1,4,87.0,5.71,85.0,8.6,22.99449,187392.0,8.2,9.1,0
2500,45.6,69.0,5.78,93.0,0,27.4,4,88.0,5.88,86.0,8.6,2529.633557,19553.0,7.7,9.4,0
2499,46.0,63.0,5.08,95.0,0,27.8,4,88.0,6.8,86.0,8.6,2873.862141,115873.0,7.3,9.7,0
2498,47.8,399.0,5.53,93.0,0,28.2,4,88.0,6.81,87.0,8.6,2937.36723,112514.0,6.9,9.9,0
2497,50.0,51.0,5.55,92.0,0,28.5,4,88.0,7.5,87.0,8.6,347.48798,1138434.0,6.5,10.5,0
2496,51.4,399.0,4.87,9.0,1,28.9,4,89.0,8.19,88.0,8.6,2842.438422,1158897.0,6.1,10.6,0
2495,52.6,46.0,4.9,88.0,26,29.3,4,89.0,8.46,88.0,8.6,332.517125,118675.0,5.8,10.8,0
2494,53.6,399.0,4.93,89.0,313,29.7,4,89.0,8.47,89.0,8.6,369.239336,122843.0,5.4,11.0,0
2491,57.6,393.0,0.01,98.0,0,31.2,3,98.0,9.66,98.0,8.6,3598.75972,1271456.0,4.5,11.4,0
2490,58.4,382.0,0.01,98.0,0,31.8,3,98.0,9.25,98.0,7.3,3464.35169,129597.0,4.3,11.4,0
2489,58.9,373.0,0.01,9.0,0,32.3,3,84.0,9.25,9.0,7.1,3136.92511,131911.0,4.0,11.4,0
2520,79.6,73.0,6.2,95.0,59,52.8,0,99.0,8.18,99.0,0.1,29283.55,887219.0,1.4,15.9,1
2519,79.8,73.0,6.6,95.0,5,53.4,0,99.0,8.86,99.0,0.1,26969.24457,889596.0,1.3,15.9,1
2518,79.9,71.0,6.9,95.0,9,53.9,0,99.0,9.23,99.0,0.1,29571.7446,8924958.0,1.3,15.9,1
2517,82.0,69.0,6.9,95.0,3,54.4,0,99.0,9.31,99.0,0.1,36961.42537,8958229.0,1.3,15.9,1
2516,83.0,7.0,6.6,95.0,5,54.9,0,99.0,9.9,99.0,0.1,42442.2245,8993531.0,1.3,16.0,1
2515,85.0,66.0,6.5,95.0,13,55.3,0,98.0,9.6,98.0,0.1,4385.35315,929572.0,1.3,16.0,1
2514,88.0,64.0,6.5,95.0,19,55.7,0,98.0,8.95,98.0,0.1,46256.4716,9855.0,1.3,15.9,1
2513,89.0,63.0,6.9,95.0,1,56.1,0,98.0,8.92,98.0,0.1,53324.37937,914892.0,1.3,15.8,1
2512,81.1,62.0,6.9,95.0,25,56.5,0,98.0,9.23,98.0,0.1,55746.84238,9219637.0,1.3,15.7,1
2511,81.4,62.0,7.3,95.0,3,56.9,0,98.0,9.94,98.0,0.1,4627.592,9298515.0,1.3,15.8,1
2510,81.5,58.0,7.2,95.0,6,57.3,0,98.0,9.47,98.0,0.1,5276.25591,9378126.0,1.3,15.8,1
2509,81.7,58.0,7.4,42.0,26,57.7,0,98.0,11.7,98.0,0.1,59593.28711,9449213.0,1.4,16.0,1
2508,81.7,57.0,7.4,53.0,30,58.1,0,98.0,11.8,98.0,0.1,57134.777,9519374.0,1.4,15.8,1
2507,81.9,57.0,7.3,67.0,51,58.5,0,98.0,11.97,98.0,0.1,6283.24522,96379.0,1.4,15.8,1
2506,82.3,54.0,7.3,67.0,26,59.0,0,98.0,11.93,98.0,0.1,5918.19898,969611.0,1.5,15.8,1
2505,82.4,53.0,7.3,67.0,22,59.5,0,98.0,11.93,98.0,0.1,5585.25847,9799186.0,1.5,15.9,1
2536,79.7,78.0,11.26,95.0,0,5.8,0,95.0,9.91,93.0,0.1,37813.23426,718425.0,0.7,15.1,1
2535,82.0,75.0,11.12,95.0,700,51.3,0,95.0,1.28,93.0,0.1,38538.64447,7229854.0,0.7,15.2,1
2534,84.0,74.0,10.85,95.0,0,51.8,0,95.0,1.61,93.0,0.1,41336.72192,7284753.0,0.6,15.2,1
2533,85.0,72.0,10.82,95.0,574,52.3,0,95.0,1.93,93.0,0.1,4796.56497,73391.0,0.6,15.0,1
2532,81.0,69.0,10.55,95.0,39,52.8,0,95.0,1.96,93.0,0.1,53255.97631,7389625.0,0.6,15.1,1
2531,81.1,66.0,10.15,95.0,60,53.2,0,94.0,1.86,94.0,0.1,54797.54663,7437115.0,0.6,15.2,1
2530,81.5,65.0,10.24,95.0,0,53.7,0,94.0,1.39,94.0,0.1,57348.92788,7483934.0,0.6,15.2,1
2529,81.7,63.0,10.44,95.0,1015,54.1,0,94.0,1.21,94.0,0.1,63223.46778,7551117.0,0.5,15.3,1
2528,82.0,6.0,10.29,95.0,2022,54.6,0,96.0,1.29,95.0,0.1,72119.5687,7647675.0,0.5,15.3,1
2527,82.1,6.0,10.15,95.0,958,55.0,0,96.0,11.0,95.0,0.1,69672.471,7743831.0,0.5,15.3,1
2526,82.3,57.0,10.01,95.0,77,55.4,0,96.0,11.7,95.0,0.1,74276.71842,782499.0,0.5,15.4,1
2525,82.6,55.0,9.99,95.0,621,55.8,0,96.0,11.21,96.0,0.1,87998.44468,7912398.0,0.5,15.6,1
2524,82.7,54.0,9.86,95.0,61,56.2,0,96.0,11.59,96.0,0.1,83164.38795,7996861.0,0.5,15.7,1
2523,83.0,52.0,9.73,95.0,175,56.6,0,96.0,11.71,96.0,0.1,84658.88768,889346.0,0.4,15.8,1
2522,83.2,51.0,9.61,95.0,23,57.0,0,96.0,11.66,96.0,0.1,85814.58857,8188649.0,0.4,15.9,1
2521,83.4,49.0,9.61,95.0,35,57.4,0,97.0,11.66,97.0,0.1,8989.8424,8282396.0,0.4,16.0,1
2552,72.6,136.0,1.41,79.0,146,43.9,12,86.0,4.92,84.0,0.1,1177.629268,1641848.0,6.8,10.0,0
2551,72.7,135.0,1.29,9.0,290,44.6,11,83.0,4.92,82.0,0.1,1258.421953,16766899.0,6.7,10.1,0
2550,72.8,135.0,1.25,9.0,538,45.3,11,86.0,4.94,84.0,0.1,1263.13455,178791.0,6.6,10.2,0
2549,73.0,134.0,1.29,81.0,801,46.0,11,85.0,5.12,83.0,0.1,1253.39143,17415266.0,6.6,10.3,0
2548,73.2,131.0,0.93,82.0,189,46.8,10,84.0,4.48,81.0,0.1,148.852738,1786638.0,6.5,10.6,0
2547,73.5,127.0,0.92,83.0,375,47.6,10,83.0,4.11,9.0,0.1,1577.457182,18294611.0,6.5,11.0,0
2546,73.7,123.0,0.97,83.0,517,48.5,10,83.0,3.78,9.0,0.1,1762.24617,18914977.0,6.4,11.4,0
2545,73.8,121.0,0.83,83.0,403,49.4,9,83.0,3.72,9.0,0.1,258.3529,1963286.0,6.4,11.5,0
2544,73.8,122.0,0.8,83.0,19,5.4,9,83.0,3.4,79.0,0.1,258.3529,2325443.0,6.4,11.6,0
2543,73.8,124.0,0.81,84.0,22,51.3,9,83.0,3.55,9.0,0.1,258.3529,2824893.0,6.4,11.8,0
2542,73.7,127.0,0.78,84.0,26,52.3,9,83.0,3.28,9.0,0.1,258.3529,2118834.0,6.4,11.7,0
2541,71.7,163.0,0.76,66.0,13,53.2,8,9.0,3.23,72.0,0.1,258.3529,2863993.0,6.3,12.0,0
2540,62.8,32.0,0.01,43.0,13,54.2,9,47.0,3.25,45.0,0.1,258.3529,24271.0,6.3,12.5,0
2539,63.6,37.0,0.01,71.0,740,55.2,9,9.0,3.25,41.0,0.1,258.3529,1989141.0,6.3,13.0,0
2538,64.4,294.0,0.01,47.0,594,56.2,8,52.0,3.25,43.0,0.1,258.3529,19239.0,6.3,9.0,0
2537,64.5,293.0,0.01,41.0,45,57.1,8,9.0,3.25,41.0,0.1,258.3529,18734987.0,6.3,9.0,0
2568,63.7,198.0,0.37,91.0,192,31.3,17,86.0,4.64,83.0,0.3,138.436633,621625.0,4.2,9.6,0
2567,64.0,194.0,0.86,91.0,38,31.6,16,84.0,4.59,85.0,0.3,17.8159721,6327125.0,4.1,9.7,0
2566,64.3,193.0,0.6,39.0,927,32.1,15,84.0,4.48,85.0,0.3,189.3878519,6447688.0,4.0,9.8,0
2565,65.2,182.0,0.36,58.0,2144,32.5,14,82.0,4.46,85.0,0.3,236.314438,6576877.0,4.0,10.1,0
2564,65.9,177.0,0.38,81.0,4,33.0,13,82.0,5.7,86.0,0.3,39.281834,6712841.0,3.9,10.5,0
2563,65.5,194.0,0.37,81.0,0,33.5,12,79.0,5.89,84.0,0.3,337.359236,6854176.0,3.8,10.6,0
2562,65.9,183.0,0.38,88.0,3,34.1,12,76.0,5.7,83.0,0.3,44.2872665,7557.0,3.8,10.7,0
2561,66.1,181.0,0.35,84.0,2,34.7,12,85.0,5.35,86.0,0.3,52.35956,7152385.0,3.8,10.9,0
2560,66.4,178.0,0.32,86.0,0,35.3,12,87.0,5.58,86.0,0.3,76.914128,739728.0,3.8,10.8,0
2559,66.7,174.0,0.3,93.0,0,35.9,12,93.0,5.93,93.0,0.2,666.3458569,7472819.0,3.7,11.1,0
2558,67.3,171.0,0.32,93.0,0,36.6,12,95.0,6.4,93.0,0.2,738.3475227,764163.0,3.7,11.1,0
2557,68.1,166.0,0.32,96.0,1,37.4,12,97.0,5.98,96.0,0.2,834.5412953,7815949.0,3.7,11.1,0
2556,68.8,164.0,0.01,94.0,16,38.2,12,96.0,6.39,94.0,0.2,954.725253,799562.0,3.6,11.1,0
2555,69.3,163.0,0.01,96.0,1,39.0,11,97.0,6.75,96.0,0.2,14.214412,817789.0,3.6,11.2,0
2554,69.6,162.0,0.01,97.0,0,39.9,11,94.0,6.88,97.0,0.2,114.45919,8362745.0,3.6,11.3,0
2584,71.1,194.0,5.88,95.0,4074,18.7,21,97.0,3.4,97.0,0.8,27.564826,6295821.0,9.4,10.9,0
2583,71.2,194.0,5.92,95.0,7319,19.4,20,97.0,3.32,96.0,0.8,1893.145377,63543322.0,9.3,11.2,0
2580,71.6,189.0,6.17,96.0,4165,21.7,16,98.0,3.51,98.0,0.5,2659.83918,652231.0,9.0,11.9,0
2579,72.5,177.0,6.26,96.0,3526,22.6,15,98.0,3.55,98.0,0.5,2893.651356,6542547.0,8.9,12.0,0
2578,73.0,168.0,6.18,96.0,3588,23.6,15,98.0,3.49,98.0,0.5,3368.952576,65824164.0,8.7,12.4,0
2577,73.3,165.0,6.2,96.0,3893,24.6,14,98.0,3.56,98.0,0.4,3972.26475,66195615.0,8.6,12.3,0
